poi ville code_postale code_insee region code_departement departement latitude longitude createur_donnée fournisseur id_poi photo categorie_mere sous_categorie
"VISITE GUIDÉE DE METZ - LA PORTE DES ALLEMANDS ET SAINT-MAXIMIN" 13 57000 57463 "Grand Est" 57 Moselle 49.120349 6.176398 "AGENCE INSPIRE METZ" "Système d'information touristique Lorrain" https://data.datatourisme.gouv.fr/10/ffabdffe-d2b8-3f57-bbf9-dbc69f55143b False Produit Visite
"Poneys Natur'" 1591 26450 26287 Auvergne-Rhône-Alpes 26 Drôme 44.643355 4.940734 "Montélimar Tourisme Agglomération" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/003d0d17-2151-3c95-b65c-ab6a5e3f1816 True Produit Pratique
"Visite guidée du vieux village du Chinaillon" 1549 74450 74136 Auvergne-Rhône-Alpes 74 Haute-Savoie 45.973524 6.454468 "Le Grand-Bornand Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/005a1ad7-d8a0-3162-9157-510433e5e362 True Produit Visite
"Guide de pêche" 1624 73100 73008 Auvergne-Rhône-Alpes 73 Savoie 45.693561 5.888672 "Office de Tourisme intercommunal Aix-les-Bains Riviera des Alpes" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/005a6417-86ea-3ef3-9613-1d6b9c8262ea True Produit Pratique
"Laser Game et Ball-Trap Laser en pleine nature" 1640 73590 73094 Auvergne-Rhône-Alpes 73 Savoie 45.800792 6.511112 "Office de Tourisme du Val d'Arly" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/006c8c1f-2ffd-3e36-acf0-910c63b37fb3 True Produit Pratique
"Balade nature et atelier d'initiation à la recherche de minéraux semi-précieux en rivière" 1662 43500 43023 Auvergne-Rhône-Alpes 43 Haute-Loire 45.27975 3.816935 "Office de Tourisme de l'agglomération du Puy-en-Velay" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/0083a4fc-7c94-32ae-a277-b14cb9bc1abc True Produit Pratique
"Cycle clown création" 1680 04230 04130 """Provence-Alpes-Côte dAzur""" 04 Alpes-de-Haute-Provence 44.047473 5.822661 "Office de tourisme intercommunal Pays de Forcalquier-Montagne de Lure" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/00986c40-7ce9-3023-96cb-ae4255819867 True Produit Pratique
Pilâtes 1723 26790 26345 Auvergne-Rhône-Alpes 26 Drôme 44.287609 4.840207 "Office de Tourisme Drôme Sud Provence" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/00c714ab-4961-36d2-8f22-ebb44c7c8d41 True Produit Pratique
"Promenade sur le Rhône avec Les Canotiers BoatnBike" 1732 07300 07324 Auvergne-Rhône-Alpes 07 Ardèche 45.06943 4.831279 "Ardèche Hermitage Tourisme" "Agence de Développement Touristique de l'Ardèche - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/00f9056e-1437-3c93-bcde-6716704b2e3c True Produit Pratique
Ard-Way 1787 07200 07122 Auvergne-Rhône-Alpes 07 Ardèche 44.568291 4.352613 "Office de Tourisme du Pays d'Aubenas-Vals-Antraigues" "Agence de Développement Touristique de l'Ardèche - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/0104ef0e-4c17-393d-8ac1-831d01dcb33c True Produit Pratique
"Randonnée en raquettes : Yoga des neiges et marche dans l'air des montagnes" 1757 73700 73054 Auvergne-Rhône-Alpes 73 Savoie 45.608921 6.752684 "Les Arcs Bourg Saint Maurice Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/01109f69-4947-3347-b5ad-fde25bd4547f True Produit Pratique
"Les chapelles de la cathédrale - visite guidée" 1807 81000 81004 Occitanie 81 Tarn 43.928797 2.143587 "Office de Tourisme d'Albi" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/01169fdb-1890-38de-adce-9c3c892a87dd True Produit Visite
"Visites guidées de la maison d'accueil et du site d'Artias" 1815 43130 43162 Auvergne-Rhône-Alpes 43 Haute-Loire 45.213628 4.000708 "Office du Tourisme des Sucs aux bords de Loire" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/01230975-32d4-36b6-b1e2-7095e3a75abe True Produit Visite
"Le Rallye des 6 ponts au Viaduc du Viaur" 1892 81190 81292 Occitanie 81 Tarn 44.123405 2.330797 "Office de tourisme du Ségala Tarnais" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/01979dd7-091a-3c79-b4af-8c360b66d661 True Produit Visite
"Pilat E-motion" 1911 42660 42224 Auvergne-Rhône-Alpes 42 Loire 45.339484 4.419965 "Office de Tourisme du Pilat" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/01b9e655-82d0-3015-9132-4872b05e8174 True Produit Pratique
"Enfiler ses bottes pour la pêche aux écrevisses" 1910 43190 43244 Auvergne-Rhône-Alpes 43 Haute-Loire 45.114938 4.281422 "Office de Tourisme du Haut-Lignon" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/01c04d13-724d-3ac8-a895-2640ddf4f8af True Produit Pratique
"Balade demi-journée à Arc 2000 sans location de raquettes" 1757 73700 73054 Auvergne-Rhône-Alpes 73 Savoie 45.572252 6.829677 "Les Arcs Bourg Saint Maurice Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/01c1d1e3-8994-335c-86a3-4711d8c0cd04 True Produit Pratique
"Visite de la Ferme de Mr Seguin" 1639 73270 73034 Auvergne-Rhône-Alpes 73 Savoie 45.705358 6.569946 "Office de Tourisme d'Arêches-Beaufort" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/01da9dd2-bfc2-3e43-9a6f-1ea6b8a83ab6 True Produit Pratique
"Randonnée en jet-ski sans permis avec Locations Londaises" 1602 83250 83071 """Provence-Alpes-Côte dAzur""" 83 Var 43.116071 6.246881 "Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu" "Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/01ea8f9e-588f-3e5b-a01e-ee1ccf7f5393 True Produit Pratique
"Week-end cueillette et cuisine" 1961 01260 01187 Auvergne-Rhône-Alpes 01 Ain 46.147224 5.697355 "Office de Tourisme Bugey Sud Grand Colombier" "Office de Tourisme du Haut-Bugey - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/01fdd920-9bdf-3904-ad65-b7ca99c9618e True Produit Pratique
"Visites ""Figures de madone""" 1555 74000 74010 Auvergne-Rhône-Alpes 74 Haute-Savoie 45.898997 6.127907 "Musées d’Annecy" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/020a2933-e0c0-33a8-911e-523aa5653259 True Produit Visite
"Sortie vélo route électrique" 1812 73590 73123 Auvergne-Rhône-Alpes 73 Savoie 45.863117 6.493981 "Office de Tourisme du Val d'Arly" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/0232aa74-45ab-34ae-b1fc-da6dc95c564d True Produit Pratique
"Journée cueillette et cuisine" 1961 01260 01187 Auvergne-Rhône-Alpes 01 Ain 46.147432 5.697398 "Office de Tourisme Bugey Sud Grand Colombier" "Office de Tourisme du Haut-Bugey - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/0281aa36-7dea-315e-9be9-c0c65fc12a0b True Produit Pratique
"Raquettes ""Spécialisées Traces Faune Sauvage"" avec la Maison du Plein Air" 2077 26150 26069 Auvergne-Rhône-Alpes 26 Drôme 44.789237 5.369911 "Office de Tourisme du Pays Diois" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/02a27f35-ebd6-3d1a-81b1-9063bf8c6993 True Produit Pratique
"Spéléo : Les grottes de Gournier" 1703 26420 26315 Auvergne-Rhône-Alpes 26 Drôme 45.033168 5.448661 "Office de Tourisme Vercors Drôme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/02b16431-b8db-3511-b592-21e92aa76f0f True Produit Pratique
"ANNULÉE - Visite du Centre Giono" 1533 04100 04112 """Provence-Alpes-Côte dAzur""" 04 Alpes-de-Haute-Provence 43.831269 5.783967 "Office de Tourisme Communautaire Durance Luberon Verdon Agglomération" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/02c67528-56d8-3d79-b8ea-05a709ff06b6 True Produit Pratique
"Atelier - Rempaillage" 2131 26410 26178 Auvergne-Rhône-Alpes 26 Drôme 44.677265 5.436656 "Office de Tourisme du Pays Diois" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/02f07850-59bf-3396-87d7-2718e1110d12 True Produit Pratique
"Centre d'Enseignement de la Dentelle Au Fuseau (Iridat-Cedf)" 1669 43000 43157 Auvergne-Rhône-Alpes 43 Haute-Loire 45.044928 3.882676 "Office de Tourisme de l'agglomération du Puy-en-Velay" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/02f926fc-52a6-3811-ab97-884533d98bc7 True Produit Pratique
"Activités physiques adultes et séniors" 1624 73100 73008 Auvergne-Rhône-Alpes 73 Savoie 45.673103 5.912768 "Office de Tourisme intercommunal Aix-les-Bains Riviera des Alpes" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/02ff71bb-5e69-333e-93e3-6857b394bd21 True Produit Pratique
"Poney luge" 2089 73550 73015 Auvergne-Rhône-Alpes 73 Savoie 45.385804 6.570325 "Méribel Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/030036dd-3fb9-341a-9e90-9b6a930556a7 True Produit Pratique
"Visite guidée de la Cité Episcopale d'Albi - Décembre" 1807 81000 81004 Occitanie 81 Tarn 43.928855 2.143495 "Office de Tourisme d'Albi" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/030bb8d7-308a-3d3c-b16c-f51a7ca644b1 True Produit Visite
Bridge 1965 43400 43051 Auvergne-Rhône-Alpes 43 Haute-Loire 45.058894 4.3 "Office de Tourisme du Haut-Lignon" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/031c9757-868c-37ec-a4ef-623fbbd326e7 True Produit Pratique
"Chiens de traîneau avec Nicolas Gosset" 1557 01130 01174 Auvergne-Rhône-Alpes 01 Ain 46.22569 5.7725 "Office de Tourisme Terre Valserine" "Office de Tourisme du Haut-Bugey - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/032cabb9-fbd9-35ea-a6b4-12688a57670f True Produit Pratique
"Promenades-conférences dans la forêt et le village de Saoû" 1597 26400 26336 Auvergne-Rhône-Alpes 26 Drôme 44.646037 5.063602 "Office de Tourisme du Val de Drôme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/03326467-381f-3ceb-886b-7122772203a1 True Produit Pratique
"""Allons chercher les veillées à Ollias""" 2182 43500 43080 Auvergne-Rhône-Alpes 43 Haute-Loire 45.331272 3.846067 "Office de Tourisme de l'agglomération du Puy-en-Velay" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/035bf4ab-8641-357c-8859-0f94a030fe1e True Produit Visite
"Coucher de soleil à VTT électrique" 1775 26620 26168 Auvergne-Rhône-Alpes 26 Drôme 44.665395 5.70537 "Office de Tourisme du Pays Diois" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/03637ea1-3afd-3591-bef2-4ced046c9dac True Produit Pratique
"Osez en famille : Canoë - Explo" 1783 07460 07031 Auvergne-Rhône-Alpes 07 Ardèche 44.39923 4.2114 "Office de Tourisme Cévennes d'Ardèche" "Agence de Développement Touristique de l'Ardèche - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/038edf7b-db37-3c61-a22f-89bccd539e8a True Produit Pratique
"Activité séminaire : Eaux vives" 1669 43000 43157 Auvergne-Rhône-Alpes 43 Haute-Loire 44.989441 3.677162 "Office de Tourisme de l'agglomération du Puy-en-Velay" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/03a9e9f3-2a6e-3929-96f2-2d13e69db29e True Produit Pratique
"Animation Apéro DVA" 2089 73550 73015 Auvergne-Rhône-Alpes 73 Savoie 45.394099 6.567101 "Méribel Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/03ac254e-9456-3175-98f4-f66f82696c3d True Produit Pratique
"Randonnées Marche Nordique" 2065 83700 83118 """Provence-Alpes-Côte dAzur""" 83 Var 43.422946 6.766224 "Office de tourisme de Saint-Raphaël" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/03aebfa6-789c-3cea-8d5c-675aee78a028 True Produit Pratique
"Location d'ânes Roy'ânes" 1667 26190 26307 Auvergne-Rhône-Alpes 26 Drôme 45.018235 5.322759 "Office de Tourisme Vercors Drôme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/040819bb-1402-338d-998c-eebdf9cb3560 True Produit Pratique
Deval'kart 2025 01110 01185 Auvergne-Rhône-Alpes 01 Ain 45.987605 5.617746 "Office de Tourisme du Haut-Bugey" "Office de Tourisme du Haut-Bugey - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/0427c409-6825-31c6-b368-82bd9f957b2b True Produit Pratique
"Balade en vélo à assistance électrique - M. CHAPOUTIER" 2316 26600 26347 Auvergne-Rhône-Alpes 26 Drôme 45.07058 4.844564 "Ardèche Hermitage Tourisme" "Agence de Développement Touristique de l'Ardèche - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/0446af97-3cb2-3feb-a322-501b14da02d4 True Produit Pratique
"Atelier du Jardin Botanique de Ste Croix : Préparation d'un sirop médicinal" 2334 26150 26299 Auvergne-Rhône-Alpes 26 Drôme 44.768443 5.283984 "Office de Tourisme du Pays Diois" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/046e7782-940b-3a9f-b46a-dcafe40c4ae3 True Produit Pratique
"Les Bambins Buissonniers" 2346 26350 26107 Auvergne-Rhône-Alpes 26 Drôme 45.178014 5.076263 "Valence Romans Tourisme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/047d6adb-cd2a-3e6b-b20e-139c5a82440b True Produit Pratique
"Centre de loisirs" 1965 43400 43051 Auvergne-Rhône-Alpes 43 Haute-Loire 45.058651 4.299453 "Office de Tourisme du Haut-Lignon" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/047e709c-6dd3-33d3-9d92-7edf8a8c8cf9 True Produit Pratique
"Journée Truffes et patrimoine" 2400 26130 26324 Auvergne-Rhône-Alpes 26 Drôme 44.349087 4.76819 "Office de Tourisme Drôme Sud Provence" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/04fb3bb5-ee93-3ade-811e-f2f9404a6da6 True Produit Visite
"Chasse au trésor fantastique en plein air" 2404 43800 43230 Auvergne-Rhône-Alpes 43 Haute-Loire 45.1446 3.9268 "Office de Tourisme de l'agglomération du Puy-en-Velay" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/05018dc2-2c55-361c-a875-9716214fb450 True Produit Pratique
"Atelier d'aromathérapie avec Symbiose du Vivant" 2408 26310 26186 Auvergne-Rhône-Alpes 26 Drôme 44.629834 5.521978 "Office de Tourisme du Pays Diois" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/050fe320-f5f8-3600-b10b-e03765e6f846 True Produit Pratique
"Clémence TOUSSAINT - Visites guidées pour individuels et groupes" 2455 63660 63319 Auvergne-Rhône-Alpes 63 Puy-de-Dôme 45.528242 3.915995 "Maison du Tourisme du Livradois-Forez" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/0553bce6-8af6-305c-82ad-1948ec5ae1ff True Produit Pratique
"Vol découverte ULM paramoteur" 2460 43200 43114 Auvergne-Rhône-Alpes 43 Haute-Loire 45.201479 4.2442 "Office du Tourisme des Sucs aux bords de Loire" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/05585635-9dd8-3c6e-9b21-f5ed2f2ef083 True Produit Pratique
"Cours d'équitation ""La Cavalerie du Lac""" 1550 43160 43237 Auvergne-Rhône-Alpes 43 Haute-Loire 45.256205 3.694052 "Office de Tourisme de l'agglomération du Puy-en-Velay" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/058156b6-b36c-3904-831a-a417e9e4068c True Produit Pratique
"Randonnée botanique et yoga/méditation" 1597 26400 26336 Auvergne-Rhône-Alpes 26 Drôme 44.646037 5.063602 "Office de Tourisme du Val de Drôme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/05c8c1a9-c193-3b2d-a20a-92822853cc35 True Produit Pratique
"Croisière déjeuner menu ""Notre Sélection"" à bord de la Reine Margot" 1942 16000 16015 Nouvelle-Aquitaine 16 Charente 45.655945 0.159369 "Office de Tourisme du Pays d'Angoulême" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/05e7b9e4-0f46-326d-8d1a-43c9a43f7ee2 True Produit Visite
"Forfaits multiactivités à la Station de Valdrôme" 2573 26310 26361 Auvergne-Rhône-Alpes 26 Drôme 44.482417 5.604781 "Office de Tourisme du Pays Diois" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/06478053-b4cc-33da-8e42-3c448c3ad27f True Produit Pratique
"Tir à l'arc chez Paintball & Games" 2590 26300 26004 Auvergne-Rhône-Alpes 26 Drôme 44.980493 4.98555 "Valence Romans Tourisme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/066b6672-8619-3bfb-bb82-e5cda3e18818 True Produit Pratique
"Escalade avec Rêve de Cîmes -" 1626 26420 26074 Auvergne-Rhône-Alpes 26 Drôme 44.959193 5.408937 "Office de Tourisme Vercors Drôme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/0677b7e0-f7bd-3e34-94b6-6790d68bbbc2 True Produit Pratique
"Les mercredis du Manoir - exposition d'Anne Slacik & atelier leporello peint" 2640 74380 74153 Auvergne-Rhône-Alpes 74 Haute-Savoie 46.191243 6.318973 "Office de Tourisme des Monts de Genève" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/06ec436c-ed31-3e7f-9686-22ee13f79b8e True Produit "Visite, Evènement Culturel"
"Stage Compétition" 1668 73480 73290 Auvergne-Rhône-Alpes 73 Savoie 45.289194 6.908645 "Haute Maurienne Vanoise Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/06ffbfbe-e534-3243-8446-64773a0fc5a0 True Produit Pratique
"Initiation Beachshop" 2670 26380 26231 Auvergne-Rhône-Alpes 26 Drôme 45.087089 5.050313 "Valence Romans Tourisme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/07249ae4-e051-31d7-82af-3b88e8b204e3 True Produit Pratique
"Super Tyro" 1599 73210 73150 Auvergne-Rhône-Alpes 73 Savoie 45.509544 6.670003 "Office de Tourisme de la Grande Plagne" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/07307cc4-3a88-34b2-b05f-490b1cdff34b True Produit Pratique
"Balade en raquettes sur les crêtes" 2678 74420 74261 Auvergne-Rhône-Alpes 74 Haute-Savoie 46.252566 6.403542 "Office de Tourisme des Alpes du Léman" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/07383864-ffbf-3da9-9a04-9447f7cc6008 True Produit Pratique
"Initiation au traineau à chiens  avec Esprit du Nord" 2625 26420 26364 Auvergne-Rhône-Alpes 26 Drôme 44.874532 5.400015 "Office de Tourisme Vercors Drôme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/07621b5a-a159-3775-8b90-410938146e9f True Produit Pratique
"A de Fussigny Cognac" 1803 16100 16102 Nouvelle-Aquitaine 16 Charente 45.694026 -0.334491 "Destination Cognac" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/07963e5f-f30d-3a82-a4b1-a8c60cab711b True Produit Visite
Land'art 2477 74160 74216 Auvergne-Rhône-Alpes 74 Haute-Savoie 46.076684 6.097627 "Office de Tourisme des Monts de Genève" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/07f4e557-ef9f-372d-b3cc-337285f02f15 True Produit Pratique
"Activités équestres: Domaine de Fontcouverte" 2773 07520 07128 Auvergne-Rhône-Alpes 07 Ardèche 45.125677 4.536216 "Office de Tourisme de Lalouvesc et du Val d'Ay" "Agence de Développement Touristique de l'Ardèche - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/07f867cb-76c6-323f-9417-52a18ab2b12f True Produit Pratique
"Visite commentée du vieux village de Marsanne" 2775 26740 26176 Auvergne-Rhône-Alpes 26 Drôme 44.643776 4.873116 "Montélimar Tourisme Agglomération" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/07fd3121-38c6-316c-ae78-36461cc43a0c True Produit Visite
"Vol moyen en biplace au dessus des Arcs" 1757 73700 73054 Auvergne-Rhône-Alpes 73 Savoie 45.572805 6.827343 "Les Arcs Bourg Saint Maurice Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/07febe5d-fd3e-310a-98ad-89655c262a4a True Produit Pratique
"Trottinettes tout terrain attelées aux chiens -" 2625 26420 26364 Auvergne-Rhône-Alpes 26 Drôme 44.914276 5.409617 "Office de Tourisme Vercors Drôme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/0807a3d7-80fb-33aa-b1de-b9a8d4efe0f3 True Produit Pratique
"Cours de ski particulier" 1909 73500 73157 Auvergne-Rhône-Alpes 73 Savoie 45.173697 6.65371 "Haute Maurienne Vanoise Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/08085d3c-a631-3368-8f0f-a9c57f3451c1 True Produit Pratique
"Lez'enfants danse" 1965 43400 43051 Auvergne-Rhône-Alpes 43 Haute-Loire 45.058894 4.3 "Office de Tourisme du Haut-Lignon" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/08193425-30ec-3c5e-a064-1f2ea93a9787 True Produit Pratique
"Promenade, balade au centre équestre La Ronde Lierre" 2797 26750 26207 Auvergne-Rhône-Alpes 26 Drôme 45.13059 5.167007 "Valence Romans Tourisme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/083a4e82-6bac-3164-b912-0dff9ae056bf True Produit Pratique
"Famille Quiot : « Atelier Vins & Fruits de Provence »" 1681 84230 84037 """Provence-Alpes-Côte dAzur""" 84 Vaucluse 44.0555 4.834118 "Office de tourisme Orange Châteauneuf" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/0856a000-c82b-35e5-94c4-379c08c908f5 True Produit Pratique
